parameter_set,machine_cycle_no,casting_part_label,casting_date,type_1st_phase,s1,v1,s2,v2,vcrit,vi,s3,v3,s4,s_start_braking,vbrake,p0,p1,t1,p2,t2,sol_time,pvac,hf1,hm2,metal,hf2,hf3,f3,f4,hm3,hm4,m4,piston,dichteindex,comment,alloy_si,alloy_fe,alloy_cu,alloy_mn,alloy_mg,alloy_cr,alloy_ni,alloy_zn,alloy_ti,cavity_sensor_data_file,cavity_sensor_trial_folder,cavity_sensor_file_cycle_nr,casting_diagram_file_path,shot_info_file_path,diagnosis_diagram,values_corrected_from_ddm,casting_part_label_matches_machine_cycle,cavity_source_file,cavity_source_rel_path,cavity_match_file_count,cavity_inventory_error,ddm_source_file,ddm_source_rel_path,ddm_file_status,ddm_match_file_count
or2509-039,312,312,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,2.5,586.1831,1.0,666.1831,689,1.5,300,400,0.09,600,0.19,16,100,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,63,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0312_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0312_ok.xml.gz,ok,1
or2509-040,315,315,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,2.0,466.1831,1.4,546.1831,699,1.5,200,400,0.05,600,0.15,16,20,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,66,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0315_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0315_ok.xml.gz,ok,1
or2509-040,316,316,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,2.0,466.1831,1.4,546.1831,699,1.5,200,400,0.05,600,0.15,16,20,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,67,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0316_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0316_ok.xml.gz,ok,1
or2509-040,317,317,2025-09-12,Nogowizin,0,0.0,0,0.0,0.0,2.0,466.1831,1.4,546.1831,699,1.5,200,400,0.05,600,0.15,16,20,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,68,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0317_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0317_ok.xml.gz,ok,1
or2509-041,320,320,2025-09-12,Buehler any,0,0.0,0,0.0,0.25,3.0,586.1831,2.5,626.1831,689,0.5,300,500,0.1,800,0.16,16,200,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,71,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0320_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0320_ok.xml.gz,ok,1
or2509-041,321,321,2025-09-12,Buehler any,0,0.0,0,0.0,0.25,3.0,586.1831,2.5,626.1831,689,0.5,300,500,0.1,800,0.16,16,200,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,72,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0321_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0321_ok.xml.gz,ok,1
or2509-041,322,322,2025-09-12,Buehler any,0,0.0,0,0.0,0.25,3.0,586.1831,2.5,626.1831,689,0.5,300,500,0.1,800,0.16,16,200,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,73,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0322_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0322_ok.xml.gz,ok,1
or2509-042,326,326,2025-09-12,no optimization,160,0.5,380,0.8,0.0,2.5,566.1831,1.5,646.1831,689,0.75,200,200,0.05,400,0.13,16,100,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,77,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0326_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0326_ok.xml.gz,ok,1
or2509-042,327,327,2025-09-12,no optimization,160,0.5,380,0.8,0.0,2.5,566.1831,1.5,646.1831,689,0.75,200,200,0.05,400,0.13,16,100,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,78,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0327_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0327_ok.xml.gz,ok,1
or2509-042,328,328,2025-09-12,no optimization,160,0.5,380,0.8,0.0,2.5,566.1831,1.5,646.1831,689,0.75,200,200,0.05,400,0.13,16,100,130,150,700,150,130,90,90,130,130,90,60,0.0795,Parametric study,11.37,0.773,0.036,0.327,0.0222,0.0222,0.0135,0.0342,0.0239,Data\CavitySensors\Sensordata_single_export,250912,79,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_79_shots_250-328.csv,250912\06_Cavity_Sensors\cycle_data_1_79_shots_250-328.csv,1,,ddm_y_FliesslaengerformBuehler_0328_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0328_ok.xml.gz,ok,1
or2509-000,414394,394,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,3,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_1_3_25005_1127.csv; cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_1_3_25005_1127.csv; 250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,2,,,,,0
or2509-000,414395,,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,4,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414396,396,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,5,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414397,397,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,6,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414398,398,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,7,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414399,399,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,8,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414400,400,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,9,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414401,,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,10,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414402,402,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,11,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414403,403,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,12,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414404,404,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,13,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414405,405,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,14,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414406,406,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,15,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414407,407,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,16,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414408,408,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,17,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414409,409,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,18,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414410,410,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,19,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414411,411,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,20,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414412,412,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,21,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414413,413,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,22,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414414,414,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,23,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414415,415,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,24,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414416,416,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,25,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414417,417,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,26,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
or2509-000,414418,418,2025-09-05,no optimization,160,0.2,399,0.3,0.0,3.3,540.0,0.5,560.0,710,0.5,300,300,0.1,300,0.1,3,1000,160,180,700,180,160,120,120,160,160,120,60,,"Baseline, thermal balance study",11.21,0.651,0.04,0.261,0.0324,0.0137,0.014,0.0314,0.0259,Data\CavitySensors\cycle_data_414392-414423.csv,250905,27,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_414392-414423.csv,250905\06_Cavity_Sensors\cycle_data_414392-414423.csv,1,,,,,0
