collection,source_rel_path,filename,file_status,curve_index,short_name,long_name,unit,samples,duration_s,min,max,mean,sample_columns,curve_metadata_keys
ddd,ddd\ddd_y_250908153404.xml.gz,ddd_y_250908153404.xml.gz,,4,s I     a,Plunger stroke,[mm],3525,80.0,0.0,764.0,335.64241134751774,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153404.xml.gz,ddd_y_250908153404.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],420,80.0,-0.37,3.45,0.6621428571428571,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153404.xml.gz,ddd_y_250908153404.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],1715,80.0,0.0,410.0,272.8093294460641,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153404.xml.gz,ddd_y_250908153404.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1043,80.0,-3.0,164.0,102.60840172579098,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153404.xml.gz,ddd_y_250908153404.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1504,80.0,2.0,236.0,112.0094760638298,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153404.xml.gz,ddd_y_250908153404.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],342,80.0,117.0,135.0,126.21345029239767,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153404.xml.gz,ddd_y_250908153404.xml.gz,,10,s E     a,ejector stroke,[mm],229,80.0,-0.9,15.4,7.197816593886464,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153404.xml.gz,ddd_y_250908153404.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],5,80.0,956.0,958.0,956.4,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153404.xml.gz,ddd_y_250908153404.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],5,80.0,966.0,966.0,966.0,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153404.xml.gz,ddd_y_250908153404.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],144,80.0,956.0,962.0,958.2068611111112,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,0,p Soll,Nominal pressure,[bar],271,80.0,3.0,210.0,129.9409594095941,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,1,p Sys   a,System pressure,[bar],1905,80.0,0.0,169.0,91.01994750656168,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,2,s L     a,die position,[mm],2809,80.0,0.0,990.7,425.8322890708437,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,3,p L     a,closing pressure,[bar],3306,80.0,1.0,204.0,104.97912885662431,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,4,s I     a,Plunger stroke,[mm],3531,80.0,0.0,763.5,336.18351741716225,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],430,80.0,-0.37,3.36,0.6677441860465116,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],1743,80.0,0.0,418.0,271.3757888697648,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1150,80.0,-3.0,164.0,92.27130434782609,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1820,80.0,2.0,237.0,111.76703296703296,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],364,80.0,117.0,135.0,125.99604120879121,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,10,s E     a,ejector stroke,[mm],233,80.0,-0.9,15.1,6.863656652360516,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],15,80.0,954.0,958.0,956.1333333333333,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],6,80.0,966.0,968.0,966.6743333333334,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908153716.xml.gz,ddd_y_250908153716.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],155,80.0,956.0,960.0,958.0645161290323,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,0,p Soll,Nominal pressure,[bar],270,80.0,3.0,210.0,129.64444444444445,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,1,p Sys   a,System pressure,[bar],1832,80.0,0.0,169.0,89.8193231441048,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,2,s L     a,die position,[mm],2741,80.0,0.0,990.7,420.2337832907699,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,3,p L     a,closing pressure,[bar],3215,80.0,2.0,204.0,103.85598755832038,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,4,s I     a,Plunger stroke,[mm],3528,80.0,0.0,764.0,335.9954648526077,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],425,80.0,-0.37,3.39,0.6890588235294118,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],1650,80.0,0.0,423.0,272.0224242424242,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1035,80.0,-3.0,164.0,103.1903381642512,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1585,80.0,2.0,236.0,118.55520504731861,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],350,80.0,117.0,135.0,125.96,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,10,s E     a,ejector stroke,[mm],235,80.0,-0.9,15.0,6.772340425531915,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],9,80.0,956.0,958.0,956.2222222222222,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],6,80.0,966.0,968.0,966.364,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154029.xml.gz,ddd_y_250908154029.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],209,80.0,956.0,960.0,957.9695502392344,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,0,p Soll,Nominal pressure,[bar],278,80.0,3.0,210.0,130.4820143884892,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,1,p Sys   a,System pressure,[bar],2139,80.0,0.0,180.0,88.23655913978494,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,2,s L     a,die position,[mm],2823,80.0,0.0,990.694,399.1298597236982,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,3,p L     a,closing pressure,[bar],1958,80.0,2.0,199.0,97.63071654749744,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,4,s I     a,Plunger stroke,[mm],3519,80.0,0.0,764.0,335.27720943449845,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],417,80.0,-0.37,3.37,0.7119664268585132,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],1677,80.0,0.0,438.0,270.5289206917114,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1250,80.0,-3.0,164.0,107.772,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],2220,80.0,2.0,237.0,125.0527027027027,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],363,80.0,118.0,135.0,127.0312479338843,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,10,s E     a,ejector stroke,[mm],229,80.0,-0.9,15.4,7.236965065502183,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],6,80.0,954.794,956.0,955.799,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],6,80.0,966.0,968.0,966.3333333333334,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154213.xml.gz,ddd_y_250908154213.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],165,80.0,956.0,960.0,957.8303030303031,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,0,p Soll,Nominal pressure,[bar],272,80.0,3.0,210.0,130.1764705882353,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,1,p Sys   a,System pressure,[bar],2140,80.0,1.0,180.0,92.79392523364486,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,2,s L     a,die position,[mm],2712,80.0,0.0,990.7,418.71633480825966,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,3,p L     a,closing pressure,[bar],3023,80.0,1.0,200.0,103.59741978167384,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,4,s I     a,Plunger stroke,[mm],3520,80.0,0.0,763.5,335.69261363636366,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],429,80.0,-0.37,3.38,0.797086247086247,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],1631,80.0,0.0,434.0,270.8773758430411,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1102,80.0,-3.0,165.0,105.74020235934665,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],2248,80.0,3.0,237.0,119.11432384341637,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],358,80.0,118.0,135.0,127.0209189944134,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,10,s E     a,ejector stroke,[mm],229,80.0,-0.9,15.2,7.09365502183406,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],5,80.0,956.0,956.0,956.0,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],5,80.0,966.0,966.0,966.0,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154404.xml.gz,ddd_y_250908154404.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],182,80.0,956.0,960.0,957.4505494505495,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154555.xml.gz,ddd_y_250908154555.xml.gz,,0,p Soll,Nominal pressure,[bar],272,80.0,3.0,210.0,130.1691176470588,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154555.xml.gz,ddd_y_250908154555.xml.gz,,1,p Sys   a,System pressure,[bar],1965,80.0,0.0,180.0,88.1791348600509,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154555.xml.gz,ddd_y_250908154555.xml.gz,,2,s L     a,die position,[mm],2702,80.0,0.0,990.7,416.6772020725389,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154555.xml.gz,ddd_y_250908154555.xml.gz,,3,p L     a,closing pressure,[bar],3186,80.0,2.0,199.0,103.95543000627747,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154555.xml.gz,ddd_y_250908154555.xml.gz,,4,s I     a,Plunger stroke,[mm],3530,80.0,0.0,763.5,336.0311614730878,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250908154555.xml.gz,ddd_y_250908154555.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],429,80.0,-0.37,3.36,0.7068391608391609,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
